title,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture
Femmes d'été Sling Dress V-cou Floral Strap plissé Casual Pocket Large Dress,8.0,10,100,0,4.07,58,27.0,18.0,7.0,2.0,4.0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,XS,3,Livraison standard,2,0,23,50,CN,liliangyu151800,123,4.0406504065040645,0
"Shorts d'été pour femmes à lacets taille élastique culotte lâche, plus la taille",2.0,2,100,1,2.92,12,2.0,2.0,4.0,1.0,3.0,0,0,0,0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,Panties,Womens shorts,Shorts,largecottonandlinenwomenstrouser,Women's Fashion,Plus Size,Lace Up,midriff,Elastic,slimpant,Women,croppedtrouser,Lace",lightblue,XL,1,Livraison standard,1,0,25,50,CN,linpingstore,366,3.9754098360655736,0
6 Color Summer Women Printed Bckless Tank Tops Women New Fashion Slim Sleeveless Yoga Fitness Vest Casual Lady Tops Plus Size S-5XL,8.0,13,100,0,4.04,57,29.0,16.0,2.0,5.0,5.0,0,0,0,0,"Women Vest,Vest,Fashion,Summer,fashion vest,slim,tank top,Women's Fashion,Plus Size,sleeveless tops,Yoga,bcklessvest,fitnessvest,Women Fashion,Women,Tank,Tops,printedvest,Casual,casualvest,sleeveless,summervest,Fitness,printed",grey,M,50,Livraison standard,2,0,51,50,CN,huaxianglarou,4516,4.231842338352524,0
Palm Angels Sanskrit T-shirt court Hip Hop Streetwear Oversize Summer Kanye West Tops T-shirt,22.0,159,1000,0,4.04,235,127.0,49.0,26.0,7.0,26.0,0,0,0,0,"shorttshirt,Fashion,Shirt,Angel,Summer,Tops,summer t-shirts,fearofgod,Hip Hop,T Shirts,Shorts,Oversize,kanyewest,sanskrit,streetwear,Women Fashion",black,S,50,Livraison standard,5,0,80,50,CN,liuxiaojun,541,4.097966728280961,0
Femmes école filles une ligne robe d'été filles un treillis robe courte taille haute jupe de tennis plissée uniforme avec short intérieur,11.0,10,1000,0,3.89,140,66.0,35.0,15.0,5.0,19.0,0,0,0,0,"Mini,School,summer skirt,collegegirlskirt,A-line,Summer,Pleated,Waist,Lines,schoolgirl,tennisskirt,Women Skirts,Women's Fashion,Shorts,fluffy,mini skirt,schoolskirt,Pleated Skirt,Women,short skirt,high waist",white,XS,50,Livraison standard,3,0,42,50,CN,Girls' showtime,124563,4.193588786397245,0
Mode Femmes D'été Débardeurs Décontractés Lâche Blouses De Plage Sans Manches Imprimé Coton T-shirt De Plage Plus La Taille,6.0,6,1000,1,3.73,142,56.0,32.0,30.0,8.0,16.0,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,S,50,Livraison standard,2,0,50,50,CN,LALALA FASH,3053,3.8584998362266623,0
Femmes Mode Débardeur Débardeur Blouses Décontractées Crop Tops T-Shirt emilyandlily Nouveau Top,6.0,38,5000,0,4.22,958,571.0,171.0,116.0,53.0,47.0,0,0,0,0,"Summer,Shorts,Tank,Necks,Sleeve,short sleeves,Elegant,Women's Fashion,Fashion,sexy,shouldertop,Casual,Red,Women",black,M,50,Livraison standard,2,0,40,50,CN,Simple_style,213709,4.2938996485875665,0
2020 Shorts de course taille haute Legging grande taille S-3XL 3 couleurs été nouvelles femmes mode couleur unie Shorts de sécurité Yoga,9.0,50,100,1,3.84,37,16.0,10.0,3.0,5.0,3.0,0,0,0,0,"Summer,Leggings,Shorts,Yoga,skinny pants,Waist,Short pants,Running,yoga leggings,Women's Fashion,Plus Size,Women,Soft and comfortable,Fashion,high waist",grey,S,50,Livraison standard,3,0,42,50,CN,Raverks,3237,3.948409020698177,0
2019 nouvelles femmes mode pantalon lâche taille haute neuvième pantalon pantalon décontracté,12.0,11,20000,1,3.64,1711,702.0,339.0,272.0,144.0,254.0,0,0,0,0,"Summer,trousers,high waist,pants,Loose,Women's Fashion,Fashion,black,Women,Casual,Women Fashion,Waist",black,S,29,Livraison standard,3,0,36,50,CN,Pentiumhorse,55499,4.138885385322259,0
Robe sans manches à imprimé floral Élégante et élégante Robe longue de plage avec cordon de serrage à la taille. ,6.0,6,20000,1,3.71,2706,1095.0,597.0,464.0,222.0,328.0,0,0,0,0,"Waist,Floral print,short dress,long dress,Dress,slim,Floral,Elegant,Women's Fashion,boho dress,party,vestido,Print,women dress,Beach,sleeveless,Women",black,XXS,49,Livraison standard,2,0,38,50,CN,MlhaxzylgFashionStore,6714,4.0732797140303845,0
Femmes Soutien-gorge rembourré Haut Soutien-gorge rembourré Col en V Bretelles Camisole Soutien-gorge Push Up Gilet Débardeur,9.0,33,5000,0,3.81,719,356.0,111.0,103.0,59.0,90.0,0,0,0,0,"Women Vest,Vest,basictop,bra top,Necks,vesttank,Tops,strap,padded,Women's Fashion,sexy,Tank,Bras",black,S,50,Livraison standard,3,0,45,50,CN,Sammy ,139788,4.166509285489456,0
Hommes Shorts de course d'été 2 en 1 Sports Jogging Fitness Shorts Training Short de gymnastique à séchage rapide Short Pantalon de sport,18.0,47,100,0,4.62,34,27.0,4.0,1.0,1.0,1.0,2,1,0,1,"trainingquickdryshort,Shorts,gymshortssportpant,pants,Fitness,Men's Fashion,mensummerrunningshort,Sport,Running,Summer,Men,fitnessshort,2in1sportsjogging",black,2XL,5,Livraison standard,5,0,82,50,CN,Liuxixi,1465,4.2266211604095565,1
Mode Femmes Salopette D'été Bavoir Pantalon Shorts Casual Lâche Sans Manches Barboteuses Salopette Bretelles Salopette S-XXXL,11.0,108,5000,0,2.95,299,72.0,47.0,59.0,36.0,85.0,0,0,0,0,"Summer,Shorts,pants,Loose,Overalls,Fashion,black,sleeveless,Casual,jumpsuit",orange,S,50,Livraison standard,3,0,52,50,CN,Xiaojun579,2608,3.8730828220858897,0
S-2XL Femmes Motifs tournesol imprimés Robe à bretelles à motif tournesol Robe femme mode d'été à fleurs Jupe à bretelles jeunes filles Robe à bretelles pour filles,13.0,13,1000,0,3.7,332,149.0,56.0,57.0,20.0,50.0,0,0,0,0,"Summer,Women Rompers,Fashion,Sunflowers,women Jumpsuit,fashion dress,Dress,sunflowerprint,strap,Women's Fashion,Flowers,women dress,Print,fashion girl,Skirts,rompersforwomen,Women",black,S,10,Livraison standard,3,0,52,50,US,william pollard,4048,4.0644762845849804,0
2017 Nouvelles Femmes Dames D'été Soild Couleur À Manches Courtes Lâche Casual Col En V Split Baggy Poche Longue Robe Pleine Longueur Robe,11.0,38,20000,1,3.66,8971,3598.0,1821.0,1607.0,808.0,1137.0,0,0,0,0,"Summer,Shorts,Necks,Sleeve,long dress,Dress,Loose,dresswithpocket,short sleeves,soildcolor,Pocket,Dresses,Women's Fashion,splits,Women,Ladies,baggydre,fulllengthdre,Casual,Cotton",black,S,50,Livraison standard,2,0,42,50,CN,beauty_baby_baby,73701,4.105127474525448,0
COMENII Été Femmes Tops Bouton Profond Col En V Hors Épaule Chemises Blouse En Coton Casual Lâche Sans Manches T-shirts Dos Nu Camisole Dames Mode Gilet Solide Couleur Sling Plus La Taille Débardeurs,11.0,10,1000,0,4.09,100,59.0,16.0,10.0,5.0,10.0,0,0,0,0,"Summer,Vest,Plus size top,Cotton T Shirt,summer t-shirts,tank top,Ladies,Sleeveless Shirt,Fashion,casual shirt,sleeveless,blouse,Tank,Casual,Cotton,Deep V-Neck,Plus Size,Tops & Blouses,Shirt,Tops,Women's Fashion,Women,women shirt,V-neck,backless,womens tank tops,Ladies Fashion,button,sleeveless tops",purple,XXS,4,Livraison standard,2,0,20,50,CN,new top,6300,4.078095238095238,0
Dentelle D'été Princesse De Bal Punk Robe Femmes Casual Robe De Base Moda Hippie Vêtements,11.0,10,100,0,4.14,51,29.0,9.0,8.0,1.0,4.0,0,0,0,0,"Summer,Fashion,Lace,Princess,Dress,princessprom,punk,Women's Fashion,basicdressboho,punkdre,Prom,lacesummer,Casual,vestido,hippie,Mori Girl,donnahoney,Clothing,Lolita,Women",white,S,50,Livraison standard,2,0,43,50,CN,Chinese style_GQ,16994,4.2636812992821005,1
Débardeur en coton sans manches pour femmes,6.0,7,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,0,0,0,0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed",pink,S,46,Livraison standard,2,0,8,50,CN,tiefanye,1374,4.0589519650655035,0
XS-8XL Robes Plus La Taille Vêtements De Mode D'été Femmes Col V Profond Sans Manches Maxi Robes Dames Casual Spaghetti Strap Lâche Plage Porter Floral Imprimé Halter Party Dress,2.83,3,20000,1,3.62,1742,732.0,322.0,264.0,147.0,277.0,0,0,0,0,"Summer,printeddres,halter dress,Halter,Dress,V-neck,beach dress,Party Dress,printed,sleeveless,Floral,maxi dress,Spaghetti,Casual,Clothes,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Fashion,loose dress",grey,XS,5,Livraison standard,1,0,20,50,SG,Recherche.sg,3791,3.918754945924558,0
Combinaison décontractée décontractée à bretelles longues à bretelles larges Pantalons à bretelles à bretelles larges Pantalons à bretelles Rompers à bretelles larges Pantalons à bretelles larges,7.0,159,5000,0,3.39,1632,584.0,289.0,276.0,149.0,334.0,0,0,0,0,"Summer,trousers,Tank,Casual pants,pants,Spring,Overalls,widelegpant,Casual,Women's Fashion,Fashion,bibpant,Wool,women Jumpsuit,jumpsuitsampromper,springandsummer,jumpsuit",armygreen,S,50,Livraison standard,2,0,41,50,CN,pumpkincarriages,8547,4.081783081783081,0
Femmes d'été Sexy Floral robe courte bretelles spaghetti chérie robe fourreau,15.0,28,100,1,3.23,69,25.0,9.0,8.0,11.0,16.0,0,0,0,0,"sexypleated,sweetheart,Shorts,short dress,Summer,plus size dress,Dress,summer dress,Floral dress,Women's Fashion,Sheath Dress,women's dress,sexydressforwomen,Floral,sexy,Women,Spaghetti,spaghettistrapdres",blue,S,50,Livraison standard,4,0,51,50,CN,qysm6688,897,3.8506131549609814,0
Femmes été longue robe spaghetti sangle col en V ourlet irrégulier vacances décontractée robe de soirée robe d'été plus la taille S-5XL,14.0,68,5000,1,3.44,734,248.0,153.0,135.0,67.0,131.0,1,1,0,0,"Summer,Plus Size,party,Necks,long dress,plus size dress,Dress,summer dress,Women,Dresses,Women's Fashion,Party Dress,spaghettistrapdres,asymmetricdres,Sexy Dress,women dress,Holiday,Spaghetti,Casual,casual dress",white,S,50,Livraison standard,3,0,40,50,CN,summernights,13075,4.226462715105162,0
2020 Femmes Mode Col En V Couleur Unie Slim Fit Coton Décontracté Deux Pièces Vêtements De Sport,5.8100000000000005,30,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,0,0,0,0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,XS,3,Livraison standard,2,0,41,50,CN,Denas Fashion,26473,3.8947606995807047,0
2020 New Men's Fashion Short Sleeve T-Shirt   Shorts Men Sports Set Men Casual Summer Men's Set,16.0,22,100,1,3.15,72,20.0,17.0,9.0,6.0,20.0,0,0,0,0,"Summer,Shorts,Sleeve,short sleeved tshirt,Men,Fashion Suits,Men's Fashion,short sleeves,T Shirts,Fashion,casual wear,Short Sleeved,Sport,Casual,summermensclothing",grey,M,39,Livraison standard,4,0,34,50,CN,huangdewen,79,3.4177215189873418,0
"Summer Fashion New Women Letter Funny O-neck T-shirt "" I Only Look Up To You "" Love T-shirt / "" Don't Flatter Yourself "" Graphic Tee / March T-shirt",7.0,6,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,0,0,0,0,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women",black,S,50,Livraison standard,2,0,45,50,CN,enjoy the sunshine,139607,4.2163859978367855,0
"T-shirt sans couture pour femmes, mode d'été, bandeau long basique, superposition, t-shirt stretch côtelé",8.0,42,1000,0,3.95,449,230.0,87.0,60.0,25.0,47.0,0,0,0,0,"Summer,Fashion,Tube top,summer shirt,Tops,cool shirts,tank top,slim shirts,Sleeveless Shirt,teesamptshirt,solid color,Off shoulder shirt,tops for women",Black,M,50,Livraison standard,2,0,40,50,CN,Unnistore,47981,4.025364206665138,0
Femmes sexy été plage dentelle sans manches soirée soirée cocktail patineuse mini robe,12.0,13,10000,0,3.56,893,364.0,140.0,157.0,92.0,140.0,0,0,0,0,"Mini,beachlacesleevelessdres,cocktailskaterminidres,Lace,Cocktail,Summer,Dress,eveningcocktailskaterminidres,Mini dress,Women's Fashion,sleeveless,sexy,partyeveningcocktailskaterminidres,Women,womengirlsummersexyprintedflowerdres,mini dress sexy club wear,party,Beach",white,S,50,ការដឹកជញ្ជូនតាមស្តង់ដារ,3,0,42,50,CN,Fashion Show Style,117487,4.087737366687378,0
Boho Vintage Women - Robe longue sans manches à imprimé floral - Robes Vestidos - Robes longues tuniques décontractées à volants et manches d'été,11.0,76,1000,1,4.1,364,212.0,61.0,38.0,20.0,33.0,1,1,0,0,"Sleeveless dress,ruffle,sundress,long dress,Dress,Women's Fashion,Summer,printed,Floral,tunic,Casual,Vintage dress,Women,Floral print,sexy dresses,Vintage,summer dress,boho,Women S Clothing,boho dress,sleeveless,casual dress",floral,S,50,Livraison standard,2,0,40,50,CN,ufeelme,6343,4.149140785117452,0
Femmes deux pièces imprimé floral bikini ensemble taille haute sport shorts maillot de bain maillot de bain,11.0,14,1000,0,3.93,651,333.0,114.0,97.0,39.0,68.0,0,0,0,0,"Women,Shorts,Floral print,two piece bathing suit,Print,Waist,high waisted,Women's Fashion,Swimsuit,push up swimwear,high waist,Bikini,Fashion,Sport,high waisted shorts,Floral,crop top,Suits,Sports Wear,Swimming",leopard,S,19,Livraison standard,3,0,83,50,CN,xff,6383,4.2794924016919955,0
T-shirt à manches courtes T-shirt jersey sans manches,5.69,5,5000,0,3.61,437,183.0,80.0,63.0,42.0,69.0,0,0,0,0,"blouse,Fashion,Pleated,Women's Fashion,tank top,T Shirts,backless,sleeveless tops,sexy,Casual,Women Fashion,Bottoming shirt",red,M,50,Livraison standard,2,0,39,50,CN,beihaidaofj,2114,4.227530747398297,0
Mode féminine Boho Long Dot Dress Long Dress High Silt Printed Beach Dress XS-5XL,12.0,11,100,1,3.28,40,10.0,11.0,8.0,2.0,9.0,0,0,0,0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,beach dress,boho,Party Dress,boho dress,printed,Women's Fashion",black,4XL,50,Livraison standard,3,0,38,50,CN,bazaretsaintfrusquin,7936,3.964591733870968,0
2020 Été Sexy Femmes Halter Tops Plage De Natation Lettre Imprimer Maillots De Bain Lady Push Up Gilet Soutien-Gorge S-5XL,7.0,6,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,0,0,0,0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",black,S,50,Livraison standard,2,0,127,50,CN,lindieduxin,483,4.155279503105589,0
Fashion Women Back Deep V V Sexy Gilet sans dos Sexy Débardeur sans manches Slim T-shirt femme haut slim,7.0,13,50000,1,3.35,9075,2998.0,1514.0,1827.0,1136.0,1600.0,0,0,0,0,"Vest,womens top,Tank,Tops,slim,T Shirts,Womens T Shirts,Women's Fashion,Fashion,backless,sexy,sleeveless,womens vest,Women",gray,S,50,Livraison standard,2,0,40,50,unknown,freebird,839882,4.103759813878616,0
Women Sister Shirt Cute Cat Imprimé Couple d'été Débardeur Dessus Veste S-3XL,5.66,5,10000,1,4.29,2068,1245.0,418.0,247.0,68.0,90.0,1,0,1,0,"Summer,Vest,Fashion,Tank,Shirt,cute,Tops,women tank,Cats,Women's Fashion,printed,Women Fashion,Women",grey,2XL,50,Livraison standard,1,0,138,50,CN,SOLID VALUE,2174765,4.356187909958088,0
Sexy Women Jupe robe en dentelle Bodycon Jupe et col en V Crop Tops 2-Pièces Party Clubwear,8.0,7,20000,0,3.39,2877,1046.0,453.0,522.0,289.0,567.0,0,0,0,0,"2pieceset,short dress,Skirts,Tops,slim,short sleeves,V-neck,bodycon,clubwear,Women's Fashion,party,croptopandskirt,sexy,Mini dress,Lace,Dress,Women",unknown,S,50,Livraison standard,2,0,47,50,CN,GL,402743,4.156715324661136,1
Mode décontractée d'été pour femmes,5.0,5,10000,1,3.88,1109,555.0,182.0,172.0,81.0,119.0,0,0,0,0,"blouse,Summer,Fashion,off the shoulder top,Shirt,Tops,short sleeves,Print,Women's Fashion,shoulderdrape,Floral,Floral print,Casual,Women",pink,M,2,Livraison standard,2,0,50,50,CN,redisland,59903,4.153665091898569,1
Maillot de bain une pièce à manches volantées pour femme - Maillot de bain monokinis à bretelles ajustables - Maillot de bain monokinis - Maillot de bain une pièce,14.0,13,5000,0,4.16,2082,1201.0,398.0,241.0,94.0,148.0,0,0,0,0,"Fashion,Swimming,ruffled,onepiece,One Piece Swimsuits,Womens swimwear,Swimwear,Bikini,beach volleyball swimwear,women bathing suit,monokini,Swimsuit,Swimming suit,swimming suit for women",black,S,50,Livraison standard,3,0,31,50,CN,SEABOY2,5841,4.2177709296353365,0
2019 Punk Style Femmes Squelette Imprimé Premium Moulante Slim Fit Élasticité Souple Noir Été Casual Shorts,6.0,47,1000,0,4.28,134,84.0,19.0,22.0,2.0,7.0,0,0,0,0,"Summer,Shorts,Skeleton,Casual pants,athleticshort,summer shorts,Women's Fashion,Hot pants,High Waist Pants,womenshortspant,black,printed,punk style,skeletonprinted,Women,slim,Casual,Slim Fit",multicolor,S,50,Livraison standard,2,0,43,50,CN,Streetstyle,25914,3.862313807208458,0
Maillots de bain à rayures pour dames avec double débardeur tankini (plus grande taille),8.0,7,10000,0,4.02,2694,1383.0,591.0,342.0,153.0,225.0,0,0,0,0,"Summer,Fashion,bikini set,Bottom,striped bikini,Swimwear,Swimsuit,beachwear for women,Stripes,monokini,Tankini Set,Swimming",navy blue,S,50,Livraison standard,3,0,31,50,CN,Honest Fashion shopping,10258,4.243712224605186,1
Plus la taille des femmes de la mode lâche décontracté sans manches imprimé floral col rond gilet d'été camisole,5.83,5,100,0,4.36,22,13.0,5.0,3.0,1.0,0.0,0,0,0,0,"Summer,Vest,Plus Size,Floral print,camisole,Loose,Round neck,Print,Women's Fashion,Fashion,Floral,sleeveless,Casual,Necks",yellow,XS,3,Livraison standard,1,0,24,50,CN,DERNMUUR,17471,3.952836128441417,0
1PCS Maillot de bain Monokini Maillot de bain Monokini Body sans dos Maillot de bain femme,11.0,21,1000,0,4.08,545,295.0,113.0,65.0,27.0,45.0,0,0,0,0,"bikinsuit,Fashion,Floral print,backlessswimsuit,Swimming,beach wear,Swimsuit,Halter Bikini,women swimwear,backless,Summer Fashion,monokini,Women,Women's Fashion,bikini suit,Swimwear",white,2XL,17,Standard Shipping,3,0,70,50,CN,hoastlnen,33303,3.981623277182236,0
2019 nouvelle mode femmes lâche col rond robe manches courtes couleur unie tenue décontractée,1.85,11,100,0,3.9,97,49.0,16.0,14.0,9.0,9.0,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,XXS,2,Livraison standard,1,0,40,50,unknown,Maryswill,91631,3.83793694273772,1
2019 Short de jogging d'été pour hommes,9.0,8,5000,1,3.61,1926,740.0,405.0,345.0,164.0,272.0,0,0,0,0,"Summer,шортымужские,Fashion,compressionshort,menscasulshort,ShortsMen,Short pants,menssportspant,gymshort,Shorts,slimfitpant,printed,men's shorts",black,XXL,50,Livraison standard,3,0,41,50,CN,OOWW FASHION,73271,3.954443094812409,1
Summer Quick-Dry Ellesse Shorts Hommes Siwmwear Shorts de plage Shorts de bain Beach Wear Sports (9 couleurs),8.0,56,10000,1,3.59,1285,469.0,286.0,252.0,94.0,184.0,0,0,0,0,"runningshort,Beach Shorts,ellessepant,beachpant,Bottom,sailboatshort,beach swimwear,Men's Fashion,Shorts,Summer,Men Shorts,men's shorts,Sport,Beach,ellesse,Men",black,M,50,Livraison standard,3,0,36,50,CN,sunsunxinxin,1260,3.795238095238095,0
Women Fashion Sexy Sleeveless Crop Cops en tricot sans manches Sexy,3.0,3,50000,0,3.81,11408,5065.0,2342.0,1964.0,890.0,1147.0,0,0,0,0,"corset top,Fashion,crop top,camisole,knittop,Tops,tank top,Women's Fashion,sexy,sleeveless,knit,fashionwomencroptop,Women",wine red,S,50,Livraison standard,1,0,38,50,CN,Mermaid 's Kiss,151249,4.04915734980066,0
T-Shirt T-Shirt décontracté décontracté pour femme T-Shirt imprimé T-shirt Chemisier imprimé pour blouse d'été T-Shirt,6.0,17,5000,1,3.9,813,387.0,168.0,120.0,65.0,73.0,0,0,0,0,"women shirt Blouse,Summer,Fashion,Floral print,Off shoulder shirt,printed shirts,long sleeve shirt women,T Shirts,loose t-shirt,Women's Fashion,causalshirtwomen,floral shirt,sexy shirts for women,Shirt",white,XS,50,Livraison standard,2,0,38,50,CN,haohuangsheng,22765,4.238172633428508,0
Women's Fashion Summer Clothes Beach Sleeveless Dresses Star Printed Loose V-neck Dress Casual Cotton Party Dress Ladies Fashion Plus Size Mini Dress XS-8XL,3.86,6,50,0,4.0,6,3.0,0.0,3.0,0.0,0.0,0,0,0,0,"Mini,Plus Size,halter dress,women dresses,plus size dress,Dress,casual dresses,V-neck,Mini dress,beach dress,Fashion,Summer,printed,sleeveless,Star,Casual,Clothes,Ladies Fashion,summer dress,Party Dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Beach,loose dress",white,XS,4,Livraison standard,1,0,20,50,CN,ZALA Rainbows Store,4098,3.8609077598828696,0
Nouveau Women Slim Outfits Loose Outfits Crop Top Short Sorts Short Pantalons à lacets Pantalons Casual Running Jumpsuits Yoga Rompers,9.0,8,5000,0,4.03,827,445.0,159.0,103.0,45.0,75.0,0,0,0,0,"Shorts,Fashion,workoutampyoga,pants,slim,Short pants,Outfits,yogaromper,Women's Fashion,Set,runningjumpsuit,cropped top,Casual,jumpsuit",black,S,50,Livraison standard,3,0,42,50,CN,Girls' showtime,124563,4.193588786397245,0
Women Loose Casual Printed V Neck Long Dress Plus Size  Wave Point Dress Summer Dress,5.89,5,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,"Summer,Plus Size,summer dress,Necks,long dress,Dress,Loose,V-neck,Women's Fashion,printed,wavepoint,Casual,Women",red,XS,2,Livraison standard,2,0,24,50,CN,pan-emily,4295,3.8495925494761347,0
Mens Summer Cotton Breathable Solid Color Buttons T-Shirts T-Shirts Casual Slim Short Sleeve Shirt Tops,11.0,17,1000,0,3.62,462,189.0,89.0,74.0,41.0,69.0,0,0,0,0,"Summer,men's dress shirt,Fashion,Shirt,Sleeve,Men's Shirt,Tops,casualmensshirt,short sleeves,Shorts,Men's Fashion,slim,Men T-shirt,Men Tops,Short Sleeve T-Shirt,Beach,Casual,T Shirts,Cotton",mintgreen,M,50,Livraison standard,3,0,36,50,CN,Smallspring.X,5880,4.136394557823128,0
Femmes Couleur unie Taille élastiquée Taille décontractée Short décontracté Taille ample Short d'été ample,8.0,7,20000,1,3.95,9337,4487.0,1955.0,1532.0,658.0,705.0,0,0,0,0,"Women Pants,bowknot,Plus Size,Waist,chiffon,Summer,Shorts,summer shorts,Women's Fashion,widelegpant,women shorts,elastic waist,Elastic,Women,European Style,Casual,Women Clothing",black,XXL,50,Livraison standard,2,0,38,50,CN,Jinqianbao888,40245,3.997589762703442,0
2018 Femmes d'été Femmes Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Grande Taille Blouse en coton Blouse XS-5XL,8.0,140,10000,1,4.17,1910,1141.0,329.0,212.0,88.0,140.0,0,0,0,0,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",blue,S,50,Livraison standard,3,0,19,50,CN,liwenjuan fashion store,2050,4.1678048780487815,0
Costume de sport cool pour hommes d'été Vêtements de sport Costumes de jogging décontractés Ensembles de tenues à manches courtes,11.0,168,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",white,S,3,Livraison standard,3,0,33,50,CN,wanguanqiuxi,47,3.914893617021277,0
Costume de sport cool pour hommes d'été Vêtements de sport Costumes de jogging décontractés Ensembles de tenues à manches courtes,11.0,168,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",white,S,3,Livraison standard,3,0,33,50,CN,wanguanqiuxi,47,3.914893617021277,0
S-5XL Plus La Taille D'été Femmes De Mode Salopette Casual Lâche Solide Réservoir Salopette Longue Bretelle Salopette Salopette Salopette Barboteuses Pantalon Jambes Larges,8.0,7,100,0,2.0,2,0.0,0.0,1.0,0.0,1.0,0,0,0,0,"Summer,Women Rompers,Plus Size,Tank,linenjumpsuit,women long pants,pants,Women's Fashion,Long pants,Jumpsuits & Rompers,Fashion,rompers womens jumpsuit,Wool,women Jumpsuit,Casual,jumpsuit",black,XXS,46,Livraison standard,3,0,41,50,CN,Adrea boutique,14676,4.07420278004906,0
Femmes d'été mode sexy robe de soirée irrégulière imprimé floral dos nu moulante,2.0,8,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,"Summer,Fashion,Floral print,Dress,Formal Dresses,Print,Women's Fashion,Party Dress,backless,party,Floral,Party Dresses,sexy,Women",gray,XXS,1,Livraison standard,1,0,40,50,CN,schmuckdesignonline,7248,3.9430187637969096,0
Shorts de sport de mode pour femmes Gym Workout Yoga Fitness Shorts à taille élastique Shorts d'été,5.66,5,100,1,3.41,27,8.0,8.0,4.0,1.0,6.0,0,0,0,0,"Summer,Beach Shorts,Yoga,Waist,Elastic,Fitness,Workout,summer shorts,Women's Fashion,yogashort,gymshort,women shorts,Shorts,elastic waist,Sport,Fashion,Sports Wear",black,XXL,50,Livraison standard,1,0,48,50,CN,keidjur,1129,3.83348095659876,0
Mode féminine Décontracté à manches courtes Teinté Dégradé Impression Col rond T-Shirt Tunique Tops Lâche Plus La Taille Blouses D'été,9.0,8,100,0,4.1,10,5.0,3.0,1.0,0.0,1.0,0,0,0,0,"blouse,tunics women,Fashion,tunic,Necks,t shirt printing,Round Collar,Tops,Loose,Ladies Top,Women's Fashion,Shorts,Round neck,gradient,T Shirts,Plus Size,Summer,Tops & T-Shirts,Short Sleeved,Casual,summertee",purple,XS,10,Livraison standard,3,0,26,50,CN,yxz888,4402,4.022944116310768,0
